Date,Flow,Level
1946-05-18,-151,-151
1946-05-19,-151,-151
1946-05-20,-151,-151
1946-05-21,-151,-151
1946-05-22,-151,-151
1946-05-23,-151,-151
1946-05-24,-151,-151
1946-05-25,-151,-151
1946-05-26,-151,-151
1946-05-27,-151,-151
1946-05-28,-151,-151
1946-05-29,-151,-151
1946-05-30,-151,-151
1946-05-31,-151,-151
1946-06-01,-151,-151
1946-06-02,-151,-151
1946-06-03,-151,-151
1946-06-04,-151,-151
1946-06-05,-151,-151
1946-06-06,-151,-151
1946-06-07,-151,-151
1946-06-08,-151,-151
1946-06-09,-151,-151
1946-06-10,-151,-151
1946-06-11,-151,-151
1946-06-12,-151,-151
1946-06-13,-151,-151
1946-06-14,-151,-151
1946-06-15,-151,-151
1946-06-16,-151,-151
1946-06-17,-151,-151
1946-06-18,-151,-151
1946-06-19,-151,-151
1946-06-20,-151,-151
1946-06-21,-151,-151
1946-06-22,-151,-151
1946-06-23,-151,-151
1946-06-24,-151,-151
1946-06-25,-151,-151
1946-06-26,-151,-151
1946-06-27,-151,-151
1946-06-28,-151,-151
1946-06-29,-151,-151
1946-06-30,-151,-151
1946-07-01,-151,-151
1946-07-02,-151,-151
1946-07-03,-151,-151
1946-07-04,-151,-151
1946-07-05,-151,-151
1946-07-06,-151,-151
1946-07-07,-151,-151
1946-07-08,-151,-151
1946-07-09,-151,-151
1946-07-10,-151,-151
1946-07-11,-151,-151
1946-07-12,-151,-151
1946-07-13,-151,-151
1946-07-14,-151,-151
1946-07-15,-151,-151
1946-07-16,-151,-151
1946-07-17,-151,-151
1946-07-18,-151,-151
1946-07-19,-151,-151
1946-07-20,-151,-151
1946-07-21,-151,-151
1946-07-22,-151,-151
1946-07-23,-151,-151
1946-07-24,-151,-151
1946-07-25,-151,-151
1946-07-26,-151,-151
1946-07-27,-151,-151
1946-07-28,-151,-151
1946-07-29,-151,-151
1946-07-30,-151,-151
1946-07-31,-151,-151
1946-08-01,-151,-151
1946-08-02,-151,-151
1946-08-03,-151,-151
1946-08-04,-151,-151
1946-08-05,-151,-151
1946-08-06,-151,-151
1946-08-07,-151,-151
1946-08-08,-151,-151
1946-08-09,-151,-151
1946-08-10,-151,-151
1946-08-11,-151,-151
1946-08-12,-151,-151
1946-08-13,-151,-151
1946-08-14,-151,-151
1946-08-15,-151,-151
1946-08-16,-151,-151
1946-08-17,-151,-151
1946-08-18,-151,-151
1946-08-19,-151,-151
1946-08-20,-151,-151
1946-08-21,-151,-151
1946-08-22,-151,-151
1946-08-23,-151,-151
1946-08-24,-151,-151
1946-08-25,-151,-151
1946-08-26,-151,-151
1946-08-27,-151,-151
1946-08-28,-151,-151
1946-08-29,-151,-151
1946-08-30,-151,-151
1946-08-31,-151,-151
1946-09-01,-151,-151
1946-09-02,-151,-151
1946-09-03,-151,-151
1946-09-04,-151,-151
1946-09-05,-151,-151
1946-09-06,-151,-151
1946-09-07,-151,-151
1946-09-08,-151,-151
1946-09-09,-151,-151
1946-09-10,-151,-151
1946-09-11,-151,-151
1946-09-12,-151,-151
1946-09-13,-151,-151
1946-09-14,-151,-151
1946-09-15,-151,-151
1946-09-16,-151,-151
1946-09-17,-151,-151
1946-09-18,-151,-151
1946-09-19,-151,-151
1946-09-20,-151,-151
1946-09-21,-151,-151
1946-09-22,-151,-151
1946-09-23,-151,-151
1946-09-24,-151,-151
1946-09-25,-151,-151
1946-09-26,-151,-151
1946-09-27,-151,-151
1946-09-28,-151,-151
1946-09-29,-151,-151
1946-09-30,-151,-151
1946-10-01,-151,-151
1946-10-02,-151,-151
1946-10-03,-151,-151
1946-10-04,-151,-151
1946-10-05,-151,-151
1946-10-06,-151,-151
1946-10-07,-151,-151
1946-10-08,-151,-151
1946-10-09,-151,-151
1946-10-10,-151,-151
1946-10-11,-151,-151
1946-10-12,-151,-151
1946-10-13,-151,-151
1946-10-14,-151,-151
1946-10-15,-151,-151
1946-10-16,-151,-151
1946-10-17,-151,-151
1946-10-18,-151,-151
1946-10-19,-151,-151
1946-10-20,-151,-151
1946-10-21,-151,-151
1946-10-22,-151,-151
1946-10-23,-151,-151
1946-10-24,-151,-151
1946-10-25,-151,-151
1946-10-26,-151,-151
1946-10-27,-151,-151
1946-10-28,-151,-151
1946-10-29,-151,-151
1946-10-30,-151,-151
1946-10-31,-151,-151
1946-11-01,-151,-151
1946-11-02,-151,-151
1946-11-03,-151,-151
1946-11-04,-151,-151
1946-11-05,-151,-151
1946-11-06,-151,-151
1946-11-07,-151,-151
1946-11-08,-151,-151
1946-11-09,-151,-151
1946-11-10,-151,-151
1946-11-11,-151,-151
1946-11-12,-151,-151
1946-11-13,-151,-151
1946-11-14,-151,-151
1946-11-15,-151,-151
1946-11-16,-151,-151
1946-11-17,-151,-151
1946-11-18,-151,-151
1946-11-19,-151,-151
1946-11-20,-151,-151
1946-11-21,-151,-151
1946-11-22,-151,-151
1946-11-23,-151,-151
1946-11-24,-151,-151
1946-11-25,-151,-151
1946-11-26,-151,-151
1946-11-27,-151,-151
1946-11-28,-151,-151
1946-11-29,-151,-151
1946-11-30,-151,-151
1946-12-01,-151,-151
1946-12-02,-151,-151
1946-12-03,-151,-151
1946-12-04,-151,-151
1946-12-05,-151,-151
1946-12-06,-151,-151
1946-12-07,-151,-151
1946-12-08,-151,-151
1946-12-09,-151,-151
1946-12-10,-151,-151
1946-12-11,-151,-151
1946-12-12,-151,-151
1946-12-13,-151,-151
1946-12-14,-151,-151
1946-12-15,-151,-151
1946-12-16,-151,-151
1946-12-17,-151,-151
1946-12-18,-151,-151
1946-12-19,-151,-151
1946-12-20,-151,-151
1946-12-21,-151,-151
1946-12-22,-151,-151
1946-12-23,-151,-151
1946-12-24,-151,-151
1946-12-25,-151,-151
1946-12-26,-151,-151
1946-12-27,-151,-151
1946-12-28,-151,-151
1946-12-29,-151,-151
1946-12-30,-151,-151
1946-12-31,-151,-151
1947-01-01,-151,-151
1947-01-02,-151,-151
1947-01-03,-151,-151
1947-01-04,-151,-151
1947-01-05,-151,-151
1947-01-06,-151,-151
1947-01-07,-151,-151
1947-01-08,-151,-151
1947-01-09,-151,-151
1947-01-10,-151,-151
1947-01-11,-151,-151
1947-01-12,-151,-151
1947-01-13,-151,-151
1947-01-14,-151,-151
1947-01-15,-151,-151
1947-01-16,-151,-151
1947-01-17,-151,-151
1947-01-18,-151,-151
1947-01-19,-151,-151
1947-01-20,-151,-151
1947-01-21,-151,-151
1947-01-22,-151,-151
1947-01-23,-151,-151
1947-01-24,-151,-151
1947-01-25,-151,-151
1947-01-26,-151,-151
1947-01-27,-151,-151
1947-01-28,-151,-151
1947-01-29,-151,-151
1947-01-30,-151,-151
1947-01-31,-151,-151
1947-02-01,-151,-151
1947-02-02,-151,-151
1947-02-03,-151,-151
1947-02-04,-151,-151
1947-02-05,-151,-151
1947-02-06,-151,-151
1947-02-07,-151,-151
1947-02-08,-151,-151
1947-02-09,-151,-151
1947-02-10,-151,-151
1947-02-11,-151,-151
1947-02-12,-151,-151
1947-02-13,-151,-151
1947-02-14,-151,-151
1947-02-15,-151,-151
1947-02-16,-151,-151
1947-02-17,-151,-151
1947-02-18,-151,-151
1947-02-19,-151,-151
1947-02-20,-151,-151
1947-02-21,-151,-151
1947-02-22,-151,-151
1947-02-23,-151,-151
1947-02-24,-151,-151
1947-02-25,-151,-151
1947-02-26,-151,-151
1947-02-27,-151,-151
1947-02-28,-151,-151
1947-03-01,-151,-151
1947-03-02,-151,-151
1947-03-03,-151,-151
1947-03-04,-151,-151
1947-03-05,-151,-151
1947-03-06,-151,-151
1947-03-07,-151,-151
1947-03-08,-151,-151
1947-03-09,-151,-151
1947-03-10,-151,-151
1947-03-11,-151,-151
1947-03-12,-151,-151
1947-03-13,-151,-151
1947-03-14,-151,-151
1947-03-15,-151,-151
1947-03-16,-151,-151
1947-03-17,-151,-151
1947-03-18,-151,-151
1947-03-19,-151,-151
1947-03-20,-151,-151
1947-03-21,-151,-151
1947-03-22,-151,-151
1947-03-23,-151,-151
1947-03-24,-151,-151
1947-03-25,-151,-151
1947-03-26,-151,-151
1947-03-27,-151,-151
1947-03-28,-151,-151
1947-03-29,-151,-151
1947-03-30,-151,-151
1947-03-31,-151,-151
1947-04-01,-151,-151
1947-04-02,-151,-151
1947-04-03,-151,-151
1947-04-04,-151,-151
1947-04-05,-151,-151
1947-04-06,-151,-151
1947-04-07,-151,-151
1947-04-08,-151,-151
1947-04-09,-151,-151
1947-04-10,-151,-151
1947-04-11,-151,-151
1947-04-12,-151,-151
1947-04-13,-151,-151
1947-04-14,-151,-151
1947-04-15,-151,-151
1947-04-16,-151,-151
1947-04-17,-151,-151
1947-04-18,-151,-151
1947-04-19,-151,-151
1947-04-20,-151,-151
1947-04-21,-151,-151
1947-04-22,-151,-151
1947-04-23,-151,-151
1947-04-24,-151,-151
1947-04-25,-151,-151
1947-04-26,-151,-151
1947-04-27,-151,-151
1947-04-28,-151,-151
1947-04-29,-151,-151
1947-04-30,-151,-151
1947-05-01,-151,-151
1947-05-02,-151,-151
1947-05-03,-151,-151
1947-05-04,-151,-151
1947-05-05,-151,-151
1947-05-06,-151,-151
1947-05-07,-151,-151
1947-05-08,-151,-151
1947-05-09,-151,-151
1947-05-10,-151,-151
1947-05-11,-151,-151
1947-05-12,-151,-151
1947-05-13,-151,-151
1947-05-14,-151,-151
1947-05-15,-151,-151
1947-05-16,-151,-151
1947-05-17,-151,-151
1947-05-18,-151,-151
1947-05-19,-151,-151
1947-05-20,-151,-151
1947-05-21,-151,-151
1947-05-22,-151,-151
1947-05-23,-151,-151
1947-05-24,-151,-151
1947-05-25,-151,-151
1947-05-26,-151,-151
1947-05-27,-151,-151
1947-05-28,-151,-151
1947-05-29,-151,-151
1947-05-30,-151,-151
1947-05-31,-151,-151
1947-06-01,-151,-151
1947-06-02,-151,-151
1947-06-03,-151,-151
1947-06-04,-151,-151
1947-06-05,-151,-151
1947-06-06,-151,-151
1947-06-07,-151,-151
1947-06-08,-151,-151
1947-06-09,-151,-151
1947-06-10,-151,-151
1947-06-11,-151,-151
1947-06-12,-151,-151
1947-06-13,-151,-151
1947-06-14,-151,-151
1947-06-15,-151,-151
1947-06-16,-151,-151
1947-06-17,-151,-151
1947-06-18,-151,-151
1947-06-19,-151,-151
1947-06-20,-151,-151
1947-06-21,-151,-151
1947-06-22,-151,-151
1947-06-23,-151,-151
1947-06-24,-151,-151
1947-06-25,-151,-151
1947-06-26,-151,-151
1947-06-27,-151,-151
1947-06-28,-151,-151
1947-06-29,-151,-151
1947-06-30,-151,-151
1947-07-01,-151,-151
1947-07-02,-151,-151
1947-07-03,-151,-151
1947-07-04,-151,-151
1947-07-05,-151,-151
1947-07-06,-151,-151
1947-07-07,-151,-151
1947-07-08,-151,-151
1947-07-09,-151,-151
1947-07-10,-151,-151
1947-07-11,-151,-151
1947-07-12,-151,-151
1947-07-13,-151,-151
1947-07-14,-151,-151
1947-07-15,-151,-151
1947-07-16,-151,-151
1947-07-17,-151,-151
1947-07-18,-151,-151
1947-07-19,-151,-151
1947-07-20,-151,-151
1947-07-21,-151,-151
1947-07-22,-151,-151
1947-07-23,-151,-151
1947-07-24,-151,-151
1947-07-25,-151,-151
1947-07-26,-151,-151
1947-07-27,-151,-151
1947-07-28,-151,-151
1947-07-29,-151,-151
1947-07-30,-151,-151
1947-07-31,-151,-151
1947-08-01,-151,-151
1947-08-02,-151,-151
1947-08-03,-151,-151
1947-08-04,-151,-151
1947-08-05,-151,-151
1947-08-06,-151,-151
1947-08-07,-151,-151
1947-08-08,-151,-151
1947-08-09,-151,-151
1947-08-10,-151,-151
1947-08-11,-151,-151
1947-08-12,-151,-151
1947-08-13,-151,-151
1947-08-14,-151,-151
1947-08-15,-151,-151
1947-08-16,-151,-151
1947-08-17,-151,-151
1947-08-18,-151,-151
1947-08-19,-151,-151
1947-08-20,-151,-151
1947-08-21,-151,-151
1947-08-22,-151,-151
1947-08-23,-151,-151
1947-08-24,-151,-151
1947-08-25,-151,-151
1947-08-26,-151,-151
1947-08-27,-151,-151
1947-08-28,-151,-151
1947-08-29,-151,-151
1947-08-30,-151,-151
1947-08-31,-151,-151
1947-09-01,-151,-151
1947-09-02,-151,-151
1947-09-03,-151,-151
1947-09-04,-151,-151
1947-09-05,-151,-151
1947-09-06,-151,-151
1947-09-07,-151,-151
1947-09-08,-151,-151
1947-09-09,-151,-151
1947-09-10,-151,-151
1947-09-11,-151,-151
1947-09-12,-151,-151
1947-09-13,-151,-151
1947-09-14,-151,-151
1947-09-15,-151,-151
1947-09-16,-151,-151
1947-09-17,-151,-151
1947-09-18,-151,-151
1947-09-19,-151,-151
1947-09-20,-151,-151
1947-09-21,-151,-151
1947-09-22,-151,-151
1947-09-23,-151,-151
1947-09-24,-151,-151
1947-09-25,-151,-151
1947-09-26,-151,-151
1947-09-27,-151,-151
1947-09-28,-151,-151
1947-09-29,-151,-151
1947-09-30,-151,-151
1947-10-01,-151,-151
1947-10-02,-151,-151
1947-10-03,-151,-151
1947-10-04,-151,-151
1947-10-05,-151,-151
1947-10-06,-151,-151
1947-10-07,-151,-151
1947-10-08,-151,-151
1947-10-09,-151,-151
1947-10-10,-151,-151
1947-10-11,-151,-151
1947-10-12,-151,-151
1947-10-13,-151,-151
1947-10-14,-151,-151
1947-10-15,-151,-151
1947-10-16,-151,-151
1947-10-17,-151,-151
1947-10-18,-151,-151
1947-10-19,-151,-151
1947-10-20,-151,-151
1947-10-21,-151,-151
1947-10-22,-151,-151
1947-10-23,-151,-151
1947-10-24,-151,-151
1947-10-25,-151,-151
1947-10-26,-151,-151
1947-10-27,-151,-151
1947-10-28,-151,-151
1947-10-29,-151,-151
1947-10-30,-151,-151
1947-10-31,-151,-151
1947-11-01,-151,-151
1947-11-02,-151,-151
1947-11-03,-151,-151
1947-11-04,-151,-151
1947-11-05,-151,-151
1947-11-06,-151,-151
1947-11-07,-151,-151
1947-11-08,-151,-151
1947-11-09,-151,-151
1947-11-10,-151,-151
1947-11-11,-151,-151
1947-11-12,-151,-151
1947-11-13,-151,-151
1947-11-14,-151,-151
1947-11-15,-151,-151
1947-11-16,-151,-151
1947-11-17,-151,-151
1947-11-18,-151,-151
1947-11-19,-151,-151
1947-11-20,-151,-151
1947-11-21,-151,-151
1947-11-22,-151,-151
1947-11-23,-151,-151
1947-11-24,-151,-151
1947-11-25,-151,-151
1947-11-26,-151,-151
1947-11-27,-151,-151
1947-11-28,-151,-151
1947-11-29,-151,-151
1947-11-30,-151,-151
1947-12-01,-151,-151
1947-12-02,-151,-151
1947-12-03,-151,-151
1947-12-04,-151,-151
1947-12-05,-151,-151
1947-12-06,-151,-151
1947-12-07,-151,-151
1947-12-08,-151,-151
1947-12-09,-151,-151
1947-12-10,-151,-151
1947-12-11,-151,-151
1947-12-12,-151,-151
1947-12-13,-151,-151
1947-12-14,-151,-151
1947-12-15,-151,-151
1947-12-16,-151,-151
1947-12-17,-151,-151
1947-12-18,-151,-151
1947-12-19,-151,-151
1947-12-20,-151,-151
1947-12-21,-151,-151
1947-12-22,-151,-151
1947-12-23,-151,-151
1947-12-24,-151,-151
1947-12-25,-151,-151
1947-12-26,-151,-151
1947-12-27,-151,-151
1947-12-28,-151,-151
1947-12-29,-151,-151
1947-12-30,-151,-151
1947-12-31,-151,-151
1948-01-01,-151,-151
1948-01-02,-151,-151
1948-01-03,-151,-151
1948-01-04,-151,-151
1948-01-05,-151,-151
1948-01-06,-151,-151
1948-01-07,-151,-151
1948-01-08,-151,-151
1948-01-09,-151,-151
1948-01-10,-151,-151
1948-01-11,-151,-151
1948-01-12,-151,-151
1948-01-13,-151,-151
1948-01-14,-151,-151
1948-01-15,-151,-151
1948-01-16,-151,-151
1948-01-17,-151,-151
1948-01-18,-151,-151
1948-01-19,-151,-151
1948-01-20,-151,-151
1948-01-21,-151,-151
1948-01-22,-151,-151
1948-01-23,-151,-151
1948-01-24,-151,-151
1948-01-25,-151,-151
1948-01-26,-151,-151
1948-01-27,-151,-151
1948-01-28,-151,-151
1948-01-29,-151,-151
1948-01-30,-151,-151
1948-01-31,-151,-151
1948-02-01,-151,-151
1948-02-02,-151,-151
1948-02-03,-151,-151
1948-02-04,-151,-151
1948-02-05,-151,-151
1948-02-06,-151,-151
1948-02-07,-151,-151
1948-02-08,-151,-151
1948-02-09,-151,-151
1948-02-10,-151,-151
1948-02-11,-151,-151
1948-02-12,-151,-151
1948-02-13,-151,-151
1948-02-14,-151,-151
1948-02-15,-151,-151
1948-02-16,-151,-151
1948-02-17,-151,-151
1948-02-18,-151,-151
1948-02-19,-151,-151
1948-02-20,-151,-151
1948-02-21,-151,-151
1948-02-22,-151,-151
1948-02-23,-151,-151
1948-02-24,-151,-151
1948-02-25,-151,-151
1948-02-26,-151,-151
1948-02-27,-151,-151
1948-02-28,-151,-151
1948-02-29,-151,-151
1948-03-01,-151,-151
1948-03-02,-151,-151
1948-03-03,-151,-151
1948-03-04,-151,-151
1948-03-05,-151,-151
1948-03-06,-151,-151
1948-03-07,-151,-151
1948-03-08,-151,-151
1948-03-09,-151,-151
1948-03-10,-151,-151
1948-03-11,-151,-151
1948-03-12,-151,-151
1948-03-13,-151,-151
1948-03-14,-151,-151
1948-03-15,-151,-151
1948-03-16,-151,-151
1948-03-17,-151,-151
1948-03-18,-151,-151
1948-03-19,-151,-151
1948-03-20,-151,-151
1948-03-21,-151,-151
1948-03-22,-151,-151
1948-03-23,-151,-151
1948-03-24,-151,-151
1948-03-25,-151,-151
1948-03-26,-151,-151
1948-03-27,-151,-151
1948-03-28,-151,-151
1948-03-29,-151,-151
1948-03-30,-151,-151
1948-03-31,-151,-151
1948-04-01,-151,-151
1948-04-02,-151,-151
1948-04-03,-151,-151
1948-04-04,-151,-151
1948-04-05,-151,-151
1948-04-06,-151,-151
1948-04-07,-151,-151
1948-04-08,-151,-151
1948-04-09,-151,-151
1948-04-10,-151,-151
1948-04-11,-151,-151
1948-04-12,-151,-151
1948-04-13,-151,-151
1948-04-14,-151,-151
1948-04-15,-151,-151
1948-04-16,-151,-151
1948-04-17,-151,-151
1948-04-18,-151,-151
1948-04-19,-151,-151
1948-04-20,-151,-151
1948-04-21,-151,-151
1948-04-22,-151,-151
1948-04-23,-151,-151
1948-04-24,-151,-151
1948-04-25,-151,-151
1948-04-26,-151,-151
1948-04-27,-151,-151
1948-04-28,-151,-151
1948-04-29,-151,-151
1948-04-30,-151,-151
1948-05-01,-151,-151
1948-05-02,-151,-151
1948-05-03,-151,-151
1948-05-04,-151,-151
1948-05-05,-151,-151
1948-05-06,-151,-151
1948-05-07,-151,-151
1948-05-08,-151,-151
1948-05-09,-151,-151
1948-05-10,-151,-151
1948-05-11,-151,-151
1948-05-12,-151,-151
1948-05-13,-151,-151
1948-05-14,-151,-151
1948-05-15,-151,-151
1948-05-16,-151,-151
1948-05-17,-151,-151
1948-05-18,-151,-151
1948-05-19,-151,-151
1948-05-20,-151,-151
1948-05-21,-151,-151
1948-05-22,-151,-151
1948-05-23,-151,-151
1948-05-24,-151,-151
1948-05-25,-151,-151
1948-05-26,-151,-151
1948-05-27,-151,-151
1948-05-28,-151,-151
1948-05-29,-151,-151
1948-05-30,-151,-151
1948-05-31,-151,-151
1948-06-01,-151,-151
1948-06-02,-151,-151
1948-06-03,-151,-151
1948-06-04,-151,-151
1948-06-05,-151,-151
1948-06-06,-151,-151
1948-06-07,-151,-151
1948-06-08,-151,-151
1948-06-09,-151,-151
1948-06-10,-151,-151
1948-06-11,-151,-151
1948-06-12,-151,-151
1948-06-13,-151,-151
1948-06-14,-151,-151
1948-06-15,-151,-151
1948-06-16,-151,-151
1948-06-17,-151,-151
1948-06-18,-151,-151
1948-06-19,-151,-151
1948-06-20,-151,-151
1948-06-21,-151,-151
1948-06-22,-151,-151
1948-06-23,-151,-151
1948-06-24,-151,-151
1948-06-25,-151,-151
1948-06-26,-151,-151
1948-06-27,-151,-151
1948-06-28,-151,-151
1948-06-29,-151,-151
1948-06-30,-151,-151
1948-07-01,-151,-151
1948-07-02,-151,-151
1948-07-03,-151,-151
1948-07-04,-151,-151
1948-07-05,-151,-151
1948-07-06,-151,-151
1948-07-07,-151,-151
1948-07-08,-151,-151
1948-07-09,-151,-151
1948-07-10,-151,-151
1948-07-11,-151,-151
1948-07-12,-151,-151
1948-07-13,-151,-151
1948-07-14,-151,-151
1948-07-15,-151,-151
1948-07-16,-151,-151
1948-07-17,-151,-151
1948-07-18,-151,-151
1948-07-19,-151,-151
1948-07-20,-151,-151
1948-07-21,-151,-151
1948-07-22,-151,-151
1948-07-23,-151,-151
1948-07-24,-151,-151
1948-07-25,-151,-151
1948-07-26,-151,-151
1948-07-27,-151,-151
1948-07-28,-151,-151
1948-07-29,-151,-151
1948-07-30,-151,-151
1948-07-31,-151,-151
1948-08-01,-151,-151
1948-08-02,-151,-151
1948-08-03,-151,-151
1948-08-04,-151,-151
1948-08-05,-151,-151
1948-08-06,-151,-151
1948-08-07,-151,-151
1948-08-08,-151,-151
1948-08-09,-151,-151
1948-08-10,-151,-151
1948-08-11,-151,-151
1948-08-12,-151,-151
1948-08-13,-151,-151
1948-08-14,-151,-151
1948-08-15,-151,-151
1948-08-16,-151,-151
1948-08-17,-151,-151
1948-08-18,-151,-151
1948-08-19,-151,-151
1948-08-20,-151,-151
1948-08-21,-151,-151
1948-08-22,-151,-151
1948-08-23,-151,-151
1948-08-24,-151,-151
1948-08-25,-151,-151
1948-08-26,-151,-151
1948-08-27,-151,-151
1948-08-28,-151,-151
1948-08-29,-151,-151
1948-08-30,-151,-151
1948-08-31,-151,-151
1948-09-01,-151,-151
1948-09-02,-151,-151
1948-09-03,-151,-151
1948-09-04,-151,-151
1948-09-05,-151,-151
1948-09-06,-151,-151
1948-09-07,-151,-151
1948-09-08,-151,-151
1948-09-09,-151,-151
1948-09-10,-151,-151
1948-09-11,-151,-151
1948-09-12,-151,-151
1948-09-13,-151,-151
1948-09-14,-151,-151
1948-09-15,-151,-151
1948-09-16,-151,-151
1948-09-17,-151,-151
1948-09-18,-151,-151
1948-09-19,-151,-151
1948-09-20,-151,-151
1948-09-21,-151,-151
1948-09-22,-151,-151
1948-09-23,-151,-151
1948-09-24,-151,-151
1948-09-25,-151,-151
1948-09-26,-151,-151
1948-09-27,-151,-151
1948-09-28,-151,-151
1948-09-29,-151,-151
1948-09-30,-151,-151
1948-10-01,-151,-151
1948-10-02,-151,-151
1948-10-03,-151,-151
1948-10-04,-151,-151
1948-10-05,-151,-151
1948-10-06,-151,-151
1948-10-07,-151,-151
1948-10-08,-151,-151
1948-10-09,-151,-151
1948-10-10,-151,-151
1948-10-11,-151,-151
1948-10-12,-151,-151
1948-10-13,-151,-151
1948-10-14,-151,-151
1948-10-15,-151,-151
1948-10-16,-151,-151
1948-10-17,-151,-151
1948-10-18,-151,-151
1948-10-19,-151,-151
1948-10-20,-151,-151
1948-10-21,-151,-151
1948-10-22,-151,-151
1948-10-23,-151,-151
1948-10-24,-151,-151
1948-10-25,-151,-151
1948-10-26,-151,-151
1948-10-27,-151,-151
1948-10-28,-151,-151
1948-10-29,-151,-151
1948-10-30,-151,-151
1948-10-31,-151,-151
1948-11-01,-151,-151
1948-11-02,-151,-151
1948-11-03,-151,-151
1948-11-04,-151,-151
1948-11-05,-151,-151
1948-11-06,-151,-151
1948-11-07,-151,-151
1948-11-08,-151,-151
1948-11-09,-151,-151
1948-11-10,-151,-151
1948-11-11,-151,-151
1948-11-12,-151,-151
1948-11-13,-151,-151
1948-11-14,-151,-151
1948-11-15,-151,-151
1948-11-16,-151,-151
1948-11-17,-151,-151
1948-11-18,-151,-151
1948-11-19,-151,-151
1948-11-20,-151,-151
1948-11-21,-151,-151
1948-11-22,-151,-151
1948-11-23,-151,-151
1948-11-24,-151,-151
1948-11-25,-151,-151
1948-11-26,-151,-151
1948-11-27,-151,-151
1948-11-28,-151,-151
1948-11-29,-151,-151
1948-11-30,-151,-151
1948-12-01,-151,-151
1948-12-02,-151,-151
1948-12-03,-151,-151
1948-12-04,-151,-151
1948-12-05,-151,-151
1948-12-06,-151,-151
1948-12-07,-151,-151
1948-12-08,-151,-151
1948-12-09,-151,-151
1948-12-10,-151,-151
1948-12-11,-151,-151
1948-12-12,-151,-151
1948-12-13,-151,-151
1948-12-14,-151,-151
1948-12-15,-151,-151
1948-12-16,-151,-151
1948-12-17,-151,-151
1948-12-18,-151,-151
1948-12-19,-151,-151
1948-12-20,-151,-151
1948-12-21,-151,-151
1948-12-22,-151,-151
1948-12-23,-151,-151
1948-12-24,-151,-151
1948-12-25,-151,-151
1948-12-26,-151,-151
1948-12-27,-151,-151
1948-12-28,-151,-151
1948-12-29,-151,-151
1948-12-30,-151,-151
1948-12-31,-151,-151
1949-01-01,-151,-151
1949-01-02,-151,-151
1949-01-03,-151,-151
1949-01-04,-151,-151
1949-01-05,-151,-151
1949-01-06,-151,-151
1949-01-07,-151,-151
1949-01-08,-151,-151
1949-01-09,-151,-151
1949-01-10,-151,-151
1949-01-11,-151,-151
1949-01-12,-151,-151
1949-01-13,-151,-151
1949-01-14,-151,-151
1949-01-15,-151,-151
1949-01-16,-151,-151
1949-01-17,-151,-151
1949-01-18,-151,-151
1949-01-19,-151,-151
1949-01-20,-151,-151
1949-01-21,-151,-151
1949-01-22,-151,-151
1949-01-23,-151,-151
1949-01-24,-151,-151
1949-01-25,-151,-151
1949-01-26,-151,-151
1949-01-27,-151,-151
1949-01-28,-151,-151
1949-01-29,-151,-151
1949-01-30,-151,-151
1949-01-31,-151,-151
1949-02-01,-151,-151
1949-02-02,-151,-151
1949-02-03,-151,-151
1949-02-04,-151,-151
1949-02-05,-151,-151
1949-02-06,-151,-151
1949-02-07,-151,-151
1949-02-08,-151,-151
1949-02-09,-151,-151
1949-02-10,-151,-151
1949-02-11,-151,-151
1949-02-12,-151,-151
1949-02-13,-151,-151
1949-02-14,-151,-151
1949-02-15,-151,-151
1949-02-16,-151,-151
1949-02-17,-151,-151
1949-02-18,-151,-151
1949-02-19,-151,-151
1949-02-20,-151,-151
1949-02-21,-151,-151
1949-02-22,-151,-151
1949-02-23,-151,-151
1949-02-24,-151,-151
1949-02-25,-151,-151
1949-02-26,-151,-151
1949-02-27,-151,-151
1949-02-28,-151,-151
1949-03-01,-151,-151
1949-03-02,-151,-151
1949-03-03,-151,-151
1949-03-04,-151,-151
1949-03-05,-151,-151
1949-03-06,-151,-151
1949-03-07,-151,-151
1949-03-08,-151,-151
1949-03-09,-151,-151
1949-03-10,-151,-151
1949-03-11,-151,-151
1949-03-12,-151,-151
1949-03-13,-151,-151
1949-03-14,-151,-151
1949-03-15,-151,-151
1949-03-16,-151,-151
1949-03-17,-151,-151
1949-03-18,-151,-151
1949-03-19,-151,-151
1949-03-20,-151,-151
1949-03-21,-151,-151
1949-03-22,-151,-151
1949-03-23,-151,-151
1949-03-24,-151,-151
1949-03-25,-151,-151
1949-03-26,-151,-151
1949-03-27,-151,-151
1949-03-28,-151,-151
1949-03-29,-151,-151
1949-03-30,-151,-151
1949-03-31,-151,-151
1949-04-01,-151,-151
1949-04-02,-151,-151
1949-04-03,-151,-151
1949-04-04,-151,-151
1949-04-05,-151,-151
1949-04-06,-151,-151
1949-04-07,-151,-151
1949-04-08,-151,-151
1949-04-09,-151,-151
1949-04-10,-151,-151
1949-04-11,-151,-151
1949-04-12,-151,-151
1949-04-13,-151,-151
1949-04-14,-151,-151
1949-04-15,-151,-151
1949-04-16,-151,-151
1949-04-17,-151,-151
1949-04-18,-151,-151
1949-04-19,-151,-151
1949-04-20,-151,-151
1949-04-21,-151,-151
1949-04-22,-151,-151
1949-04-23,-151,-151
1949-04-24,-151,-151
1949-04-25,-151,-151
1949-04-26,-151,-151
1949-04-27,-151,-151
